schoolID,name_full,city,state,country
ozarks,University of the Ozarks,Clarksville,AR,USA
pacific,University of the Pacific,Stockton,CA,USA
uofsouth,University of the South,Sewanee,TN,USA
toledo,University of Toledo,Toledo,OH,USA
tulsa,University of Tulsa,Tulsa,OK,USA
utah,University of Utah,Salt Lake City,UT,USA
vermont,University of Vermont,Burlington,VT,USA
virginia,University of Virginia,Charlottesville,VA,USA
washington,University of Washington,Seattle,WA,USA
walabama,University of West Alabama,Livingston,AL,USA
wflorida,University of West Florida,Pensacola,FL,USA
wilacrosse,University of Wisconsin at La Crosse,La Crosse,WI,USA
wisconsin,University of Wisconsin at Madison,Madison,WI,USA
wioshkosh,University of Wisconsin at Oshkosh,Oshkosh,WI,USA
wistvnspt,University of Wisconsin at Stevens Point,Stevens Point,WI,USA
wisuperior,University of Wisconsin at Superior,Superior,WI,USA
wiwhitewtr,University of Wisconsin at Whitewater,Whitewater,WI,USA
wyoming,University of Wyoming,Laramie,WY,USA
upperiowa,Upper Iowa University,Fayette,IA,USA
njupsal,Upsala College,East Orange,NJ,USA
ursinus,Ursinus College,Collegeville,PA,USA
utahst,Utah State University,Logan,UT,USA
utahvalley,Utah Valley State University,Orem,UT,USA
valdostast,Valdosta State University,Valdosta,GA,USA
flvalen,Valencia Community College,Orlando,FL,USA
valpo,Valparaiso University,Valparaiso,IN,USA
vandy,Vanderbilt University,Nashville,TN,USA
vanguardca,Vanguard University of Southern California,Costa Mesa,CA,USA
caventu,Ventura College,Ventura,CA,USA
txverno,Vernon College,Vernon,TX,USA
villanova,Villanova University,Villanova,PA,USA
invince,Vincennes University,Vincennes,IN,USA
vcu,Virginia Commonwealth University,Richmond,VA,USA
vmi,Virginia Military Institute,Lexington,VA,USA
vatech,Virginia Polytechnic Institute and State University,Blacksburg,VA,USA
virginiast,Virginia State University,Petersburg,VA,USA
viterbowi,Viterbo University,La Crosse,WI,USA
pavolan,Volant College,Volant,PA,USA
tnvolun,Volunteer State Community College,Gallatin,TN,USA
wabashin,Wabash College,Crawfordsville,IN,USA
ilwabas,Wabash Valley College,Mount Carmel,IL,USA
wagner,Wagner College,Staten Island,NY,USA
wake,Wake Forest University,Winston-Salem,NC,USA
wawalla,Walla Walla Community College,Walla Walla,WA,USA
alwsdot,Wallace State Community College (Dothan),Dothan,AL,USA
alwshan,Wallace State Community College (Hanceville),Hanceville,AL,USA
warnerpac,Warner Pacific College,Portland,OR,USA
washburn,Washburn University,Topeka,KS,USA
washjeffpa,Washington and Jefferson College,Washington,PA,USA
washleeva,Washington and Lee University,Lexington,VA,USA
washcollmd,Washington College,Chestertown,MD,USA
washcolltn,Washington College,Jonesborough,TN,USA
washst,Washington State University,Pullman,WA,USA
wshngtonmo,Washington University in St. Louis,St. Louis,MO,USA
waynestne,Wayne State College,Wayne,NE,USA
waynest,Wayne State University,Detroit,MI,USA
waynesburg,Waynesburg College,Waynesburg,PA,USA
txweath,Weatherford College,Weatherford,TX,USA
ncweave,Weaver College,Weaverville,NC,USA
weberst,Weber State College,Ogden,UT,USA
wawenat,Wenatchee Valley College,Wenatchee,WA,USA
txwesle,Wesley College,Greenville,TX,USA
wesleyanct,Wesleyan University,Middletown,CT,USA
wchester,West Chester University of Pennsylvania,West Chester,PA,USA
cawhjco,West Hills College,Coalinga,CA,USA
kywkycc,West Kentucky Community and Technical College,Paducah,KY,USA
wlibertyst,West Liberty State College,West Liberty,WV,USA
cawlajc,West Los Angeles College,Culver City,CA,USA
txwestt,West Texas A&M University,Canyon,TX,USA
cawvjco,West Valley College,Saratoga,CA,USA
wvstate,West Virginia State University,Institute,WV,USA
wvirginia,West Virginia University,Morgantown,WV,USA
wvwesleyan,West Virginia Wesleyan College,Buckhannon,WV,USA
mewestb,Westbrook College,Portland,ME,USA
wcarolina,Western Carolina University,Cullowhee,NC,USA
wconnst,Western Connecticut State University,Danbury,CT,USA
willinois,Western Illinois University,Macomb,IL,USA
wkentucky,Western Kentucky University,Bowling Green,KY,USA
wmichigan,Western Michigan University,Kalamazoo,MI,USA
neweste,Western Nebraska Community College,Scottsbluff,NE,USA
okweste,Western Oklahoma State College,Altus,OK,USA
orweste,Western Oregon University,Monmouth,OR,USA
wwashngton,Western Washington University,Bellingham,WA,USA
wminstermo,Westminster College,Fulton,MO,USA
wminsterpa,Westminster College,New Wilmington,PA,USA
westmontca,Westmont College,Santa Barbara,CA,USA
txwhart,Wharton County Junior College,Wharton,TX,USA
wheatonma,Wheaton College,Wheaton,MA,USA
whitmanwa,Whitman College,Walla Walla,WA,USA
whittierca,Whittier College,Whittier,CA,USA
whitwrthwa,Whitworth College,Spokane,WA,USA
wichitast,Wichita State University,Wichita,KS,USA
widenerpa,Widener University,Chester,PA,USA
wilbrforce,Wilberforce University,Wilberforce,OH,USA
ilwrigh,Wilbur Wright College,Chicago,IL,USA
wileytx,Wiley College,Marshall,TX,USA
wilkespa,Wilkes University,Wilkes-Barre,PA,USA
willamette,Willamette University,Salem,OR,USA
wlmcarey,William Carey College,Hattiesburg,MS,USA
wlmjewell,William Jewell College,Liberty,MO,USA
wpaterson,William Paterson University,Wayne,NJ,USA
wlmpennia,William Penn University,Oskaloosa,IA,USA
ilharpe,William Rainey Harper College,Palatine,IL,USA
williamsma,Williams College,Williamstown,MA,USA
wingate,Wingate University,Wingate,NC,USA
winstsalst,Winston-Salem State University,Winston-Salem,NC,USA
winthrop,Winthrop University,Rock Hill,SC,USA
wittnbrgoh,Wittenberg University,Springfield,OH,USA
wofford,Wofford College,Spartanburg,SC,USA
wrightst,Wright State University,Dayton,OH,USA
xavier,Xavier University,Cincinnati,OH,USA
wayakim,Yakima Valley Community College,Yakima,WA,USA
yale,Yale University,New Haven,CT,USA
azyavap,Yavapai College,Prescott,AZ,USA
youngst,Youngstown State University,Youngstown,OH,USA
